No., Day,DD,MMM,YYYY, N1,N2,N3,N4,N5,N6,BN,,Delta1,Delta2,Delta3,Delta4,Delta5,Delta6,,Delta Diff1,Delta Diff2,Delta Diff3,Delta Diff4,Delta Diff5,Delta Diff6,,,Guess1,Guess2,Guess3,Guess4,Guess5,Guess6,Sum,Check1,Check2,Check3,Check4,Check5,Check6
493, Wed,13,Sep,2000,14,20,25,32,47,49,34,,14,6,5,7,15,2,,11,5,-15,6,5,-6,,,5,5,5,9,13,14,51,5,10,10,14,22,27
492, Sat,9,Sep,2000,3,4,24,25,35,43,7,,3,1,20,1,10,8,,-3,0,16,-11,1,-4,,,3,3,6,7,15,10,44,3,6,9,13,22,25
491, Wed,6,Sep,2000,6,7,11,23,32,44,34,,6,1,4,12,9,12,,-5,0,-5,2,4,8,,,2,2,7,7,15,9,42,2,4,9,14,22,24
490, Sat,2,Sep,2000,11,12,21,31,36,40,22,,11,1,9,10,5,4,,-2,-7,6,-4,3,3,,,2,1,7,9,8,9,36,2,3,8,16,17,17
489, Wed,30,Aug,2000,13,21,24,38,40,41,9,,13,8,3,14,2,1,,9,1,-2,1,-3,0,,,3,6,5,9,11,9,43,3,9,11,14,20,20
488, Sat,26,Aug,2000,4,11,16,29,34,35,13,,4,7,5,13,5,1,,1,-21,4,8,4,-8,,,4,3,7,7,9,10,40,4,7,10,14,16,19
487, Wed,23,Aug,2000,3,31,32,37,38,47,20,,3,28,1,5,1,9,,-2,11,-11,1,-4,6,,,1,3,7,8,10,14,43,1,4,10,15,18,24
486, Sat,19,Aug,2000,5,22,34,38,43,46,9,,5,17,12,4,5,3,,-6,4,3,3,2,-5,,,5,3,1,7,14,14,44,5,8,4,8,21,28
485, Wed,16,Aug,2000,11,24,33,34,37,45,43,,11,13,9,1,3,8,,5,-12,5,0,-4,5,,,4,8,5,8,8,9,42,4,12,13,13,16,17
484, Sat,12,Aug,2000,6,31,35,36,43,46,33,,6,25,4,1,7,3,,-4,21,-14,-2,6,-4,,,3,5,3,9,8,13,41,3,8,8,12,17,21
483, Wed,9,Aug,2000,10,14,32,35,36,43,37,,10,4,18,3,1,7,,9,2,-14,1,-1,-2,,,1,7,2,8,11,8,37,1,8,9,10,19,19
482, Sat,5,Aug,2000,1,3,35,37,39,48,26,,1,2,32,2,2,9,,-25,-7,29,1,-3,7,,,2,1,4,8,11,16,42,2,3,5,12,19,27
481, Wed,2,Aug,2000,26,35,38,39,44,46,1,,26,9,3,1,5,2,,-3,8,0,-3,-3,-1,,,3,7,4,8,8,14,44,3,10,11,12,16,22
480, Sat,29,Jul,2000,29,30,33,37,45,48,15,,29,1,3,4,8,3,,27,-25,2,-7,5,-1,,,5,1,7,9,12,8,42,5,6,8,16,21,20
479, Wed,26,Jul,2000,2,28,29,40,43,47,30,,2,26,1,11,3,4,,-11,23,-26,9,1,3,,,2,7,7,9,13,13,51,2,9,14,16,22,26
478, Sat,22,Jul,2000,13,16,43,45,47,48,36,,13,3,27,2,2,1,,-3,-4,19,0,-3,-2,,,3,2,1,7,10,14,37,3,5,3,8,17,24
477, Wed,19,Jul,2000,16,23,31,33,38,41,20,,16,7,8,2,5,3,,15,6,3,-26,1,-2,,,2,2,3,8,10,12,37,2,4,5,11,18,22
476, Sat,15,Jul,2000,1,2,7,35,39,44,14,,1,1,5,28,4,5,,-3,-7,-4,22,-10,-3,,,4,4,3,8,9,13,41,4,8,7,11,17,22
475, Wed,12,Jul,2000,4,12,21,27,41,49,40,,4,8,9,6,14,8,,-17,-1,4,3,11,3,,,3,2,3,7,9,9,33,3,5,5,10,16,18
474, Sat,8,Jul,2000,21,30,35,38,41,46,26,,21,9,5,3,3,5,,15,4,-3,-1,1,2,,,3,3,1,9,11,9,36,3,6,4,10,20,20
473, Wed,5,Jul,2000,6,11,19,23,25,28,35,,6,5,8,4,2,3,,-5,0,2,-13,-1,-3,,,5,7,1,7,16,14,50,5,12,8,8,23,30
472, Sat,1,Jul,2000,11,16,22,39,42,48,38,,11,5,6,17,3,6,,3,3,-11,6,1,0,,,1,4,8,8,14,10,45,1,5,12,16,22,24
471, Wed,28,Jun,2000,8,10,27,38,40,46,3,,8,2,17,11,2,6,,2,-1,-6,9,-6,0,,,2,5,5,8,15,8,43,2,7,10,13,23,23
470, Sat,24,Jun,2000,6,9,32,34,42,48,4,,6,3,23,2,8,6,,5,-6,9,-7,4,-3,,,2,5,3,7,8,16,41,2,7,8,10,15,24
469, Wed,21,Jun,2000,1,10,24,33,37,46,4,,1,9,14,9,4,9,,-3,-9,12,8,-11,6,,,1,2,6,7,11,15,42,1,3,8,13,18,26
468, Sat,17,Jun,2000,4,22,24,25,40,43,6,,4,18,2,1,15,3,,0,15,-14,0,13,-9,,,3,7,5,8,16,16,55,3,10,12,13,24,32
467, Wed,14,Jun,2000,4,7,23,24,26,38,3,,4,3,16,1,2,12,,3,-10,15,-19,-7,9,,,3,2,1,7,13,13,39,3,5,3,8,20,26
466, Sat,10,Jun,2000,1,14,15,35,44,47,34,,1,13,1,20,9,3,,-1,10,-14,16,5,-8,,,2,4,4,7,9,12,38,2,6,8,11,16,21
465, Wed,7,Jun,2000,2,5,20,24,28,39,21,,2,3,15,4,4,11,,-1,-2,4,-12,3,-1,,,1,6,2,9,11,9,38,1,7,8,11,20,20
464, Sat,3,Jun,2000,3,8,19,35,36,48,21,,3,5,11,16,1,12,,2,-5,8,11,-18,6,,,5,6,4,9,10,13,47,5,11,10,13,19,23
463, Wed,31,May,2000,1,11,14,19,38,44,45,,1,10,3,5,19,6,,-20,8,-7,4,10,4,,,1,3,2,7,13,16,42,1,4,5,9,20,29
462, Sat,27,May,2000,21,23,33,34,43,45,40,,21,2,10,1,9,2,,15,0,-3,-14,7,-6,,,3,3,6,7,14,8,41,3,6,9,13,21,22
461, Wed,24,May,2000,6,8,21,36,38,46,33,,6,2,13,15,2,8,,-1,-2,6,12,-2,-11,,,2,2,1,9,14,11,39,2,4,3,10,23,25
460, Sat,20,May,2000,7,11,18,21,25,44,28,,7,4,7,3,4,19,,6,-5,6,-1,-2,-8,,,3,1,3,7,14,9,37,3,4,4,10,21,23
459, Wed,17,May,2000,1,10,11,15,21,48,7,,1,9,1,4,6,27,,-5,-15,-4,-3,4,26,,,3,3,6,8,11,12,43,3,6,9,14,19,23
458, Sat,13,May,2000,6,30,35,42,44,45,33,,6,24,5,7,2,1,,-4,16,-6,-1,1,-7,,,5,6,6,7,16,11,51,5,11,12,13,23,27
457, Wed,10,May,2000,10,18,29,37,38,46,4,,10,8,11,8,1,8,,8,7,-16,7,-9,4,,,1,7,3,9,12,9,41,1,8,10,12,21,21
456, Sat,6,May,2000,2,3,30,31,41,45,23,,2,1,27,1,10,4,,-3,0,9,-11,8,-6,,,3,4,2,9,11,15,44,3,7,6,11,20,26
455, Wed,3,May,2000,5,6,24,36,38,48,15,,5,1,18,12,2,10,,-10,0,15,4,0,-3,,,3,3,4,7,8,10,35,3,6,7,11,15,18
454, Sat,29,Apr,2000,15,16,19,27,29,42,24,,15,1,3,8,2,13,,11,-4,-2,-6,-6,10,,,4,5,3,9,11,14,46,4,9,8,12,20,25
453, Wed,26,Apr,2000,4,9,14,28,36,39,6,,4,5,5,14,8,3,,-22,0,1,6,3,2,,,2,6,4,7,12,12,43,2,8,10,11,19,24
452, Sat,22,Apr,2000,26,31,35,43,48,49,38,,26,5,4,8,5,1,,25,3,0,-4,-5,-14,,,4,4,2,9,14,15,48,4,8,6,11,23,29
451, Wed,19,Apr,2000,1,3,7,19,29,44,25,,1,2,4,12,10,15,,-1,-19,-1,9,-5,13,,,1,4,5,7,15,12,44,1,5,9,12,22,27
450, Sat,15,Apr,2000,2,23,28,31,46,48,42,,2,21,5,3,15,2,,-7,18,-2,0,11,-6,,,2,7,4,8,12,11,44,2,9,11,12,20,23
449, Wed,12,Apr,2000,9,12,19,22,26,34,44,,9,3,7,3,4,8,,-9,-2,0,-13,3,6,,,4,8,3,9,15,10,49,4,12,11,12,24,25
448, Sat,8,Apr,2000,18,23,30,46,47,49,31,,18,5,7,16,1,2,,16,4,3,13,-29,-6,,,1,6,6,9,10,9,41,1,7,12,15,19,19
447, Wed,5,Apr,2000,2,3,7,10,40,48,37,,2,1,4,3,30,8,,-1,-7,-4,-3,26,7,,,1,7,4,7,14,12,45,1,8,11,11,21,26
446, Sat,1,Apr,2000,3,11,19,25,29,30,16,,3,8,8,6,4,1,,-8,1,6,3,-1,-3,,,3,2,7,7,10,12,41,3,5,9,14,17,22
445, Wed,29,Mar,2000,11,18,20,23,28,32,15,,11,7,2,3,5,4,,-4,0,1,-1,0,-1,,,4,5,7,8,13,13,50,4,9,12,15,21,26
444, Sat,25,Mar,2000,15,22,23,27,32,37,43,,15,7,1,4,5,5,,9,-5,-1,-9,2,1,,,1,2,1,8,11,8,31,1,3,3,9,19,19
443, Wed,22,Mar,2000,6,18,20,33,36,40,10,,6,12,2,13,3,4,,1,9,-5,12,-3,-13,,,3,2,1,7,11,8,32,3,5,3,8,18,19
442, Sat,18,Mar,2000,5,8,15,16,22,39,31,,5,3,7,1,6,17,,-2,-2,-6,-2,4,7,,,2,1,5,7,12,16,43,2,3,6,12,19,28
441, Wed,15,Mar,2000,7,12,25,28,30,40,37,,7,5,13,3,2,10,,0,0,-12,-2,-2,7,,,1,2,3,7,14,10,37,1,3,5,10,21,24
440, Sat,11,Mar,2000,7,12,37,42,46,49,9,,7,5,25,5,4,3,,1,-7,21,-5,0,-7,,,5,1,3,7,12,10,38,5,6,4,10,19,22
439, Wed,8,Mar,2000,6,18,22,32,36,46,24,,6,12,4,10,4,10,,-5,10,-2,3,2,-9,,,1,8,2,8,11,10,40,1,9,10,10,19,21
438, Sat,4,Mar,2000,11,13,19,26,28,47,8,,11,2,6,7,2,19,,7,-2,4,5,-1,4,,,5,2,6,9,9,16,47,5,7,8,15,18,25
437, Wed,1,Mar,2000,4,8,10,12,15,30,34,,4,4,2,2,3,15,,1,2,1,0,-5,-14,,,4,4,4,8,16,16,52,4,8,8,12,24,32
436, Sat,26,Feb,2000,3,5,6,8,16,45,1,,3,2,1,2,8,29,,-8,-4,0,0,-11,21,,,2,2,7,7,9,10,37,2,4,9,14,16,19
435, Wed,23,Feb,2000,11,17,18,20,39,47,43,,11,6,1,2,19,8,,10,2,-5,-19,8,5,,,1,5,2,7,11,14,40,1,6,7,9,18,25
434, Sat,19,Feb,2000,1,5,11,32,43,46,38,,1,4,6,21,11,3,,-5,3,1,17,8,-20,,,1,8,4,7,12,9,41,1,9,12,11,19,21
433, Wed,16,Feb,2000,6,7,12,16,19,42,18,,6,1,5,4,3,23,,2,-1,-1,-1,2,22,,,1,1,1,8,14,9,34,1,2,2,9,22,23
432, Sat,12,Feb,2000,4,6,12,17,18,19,37,,4,2,6,5,1,1,,1,-1,-2,0,-12,-8,,,1,6,3,7,16,8,41,1,7,9,10,23,24
431, Wed,9,Feb,2000,3,6,14,19,32,41,35,,3,3,8,5,13,9,,-18,-14,6,-1,12,7,,,3,3,4,9,8,13,40,3,6,7,13,17,21
430, Sat,5,Feb,2000,21,38,40,46,47,49,48,,21,17,2,6,1,2,,11,-3,1,5,-6,-1,,,2,4,3,8,16,9,42,2,6,7,11,24,25
429, Wed,2,Feb,2000,10,30,31,32,39,42,25,,10,20,1,1,7,3,,5,18,-9,-3,1,-18,,,5,6,1,9,12,11,44,5,11,7,10,21,23
428, Sat,29,Jan,2000,5,7,17,21,27,48,37,,5,2,10,4,6,21,,-1,-6,3,-3,-7,19,,,1,5,4,9,10,14,43,1,6,9,13,19,24
427, Wed,26,Jan,2000,6,14,21,28,41,43,30,,6,8,7,7,13,2,,-1,6,6,-23,12,-1,,,5,1,2,9,11,13,41,5,6,3,11,20,24
426, Sat,22,Jan,2000,7,9,10,40,41,44,14,,7,2,1,30,1,3,,3,-10,0,4,-2,1,,,2,1,5,7,11,12,38,2,3,6,12,18,23
425, Wed,19,Jan,2000,4,16,17,43,46,48,5,,4,12,1,26,3,2,,-6,10,-3,25,-11,-14,,,3,7,5,8,11,13,47,3,10,12,13,19,24
424, Sat,15,Jan,2000,10,12,16,17,31,47,21,,10,2,4,1,14,16,,7,-5,0,-2,12,8,,,4,1,8,7,15,11,46,4,5,9,15,22,26
423, Wed,12,Jan,2000,3,10,14,17,19,27,49,,3,7,4,3,2,8,,-10,2,-10,1,-3,6,,,2,8,6,9,10,10,45,2,10,14,15,19,20
422, Sat,8,Jan,2000,13,18,32,34,39,41,2,,13,5,14,2,5,2,,8,-12,11,-3,4,0,,,2,1,2,9,15,11,40,2,3,3,11,24,26
421, Wed,5,Jan,2000,5,22,25,30,31,33,7,,5,17,3,5,1,2,,3,14,-6,-4,-3,-19,,,3,5,8,9,13,9,47,3,8,13,17,22,22
420, Sat,1,Jan,2000,2,5,14,23,27,48,38,,2,3,9,9,4,21,,-14,-7,2,6,1,13,,,3,7,1,8,14,8,41,3,10,8,9,22,22
419, Wed,29,Dec,1999,16,26,33,36,39,47,43,,16,10,7,3,3,8,,14,-9,5,2,2,-2,,,5,7,2,9,13,14,50,5,12,9,11,22,27
418, Fri,24,Dec,1999,2,21,23,24,25,35,38,,2,19,2,1,1,10,,-27,16,-5,-6,0,8,,,5,6,4,8,16,10,49,5,11,10,12,24,26
417, Wed,22,Dec,1999,29,32,39,46,47,49,24,,29,3,7,7,1,2,,23,2,2,6,-4,-9,,,1,4,5,8,14,10,42,1,5,9,13,22,24
416, Sat,18,Dec,1999,6,7,12,13,18,29,25,,6,1,5,1,5,11,,2,-4,-2,-18,-3,10,,,3,5,6,8,8,9,39,3,8,11,14,16,17
415, Wed,15,Dec,1999,4,9,16,35,43,44,27,,4,5,7,19,8,1,,-1,1,-11,9,2,-2,,,3,5,4,8,15,9,44,3,8,9,12,23,24
414, Sat,11,Dec,1999,5,9,27,37,43,46,28,,5,4,18,10,6,3,,-2,1,17,-5,1,1,,,5,2,4,9,9,8,37,5,7,6,13,18,17
413, Wed,8,Dec,1999,7,10,11,26,31,33,39,,7,3,1,15,5,2,,-9,-4,-1,9,1,-10,,,2,5,8,7,15,16,53,2,7,13,15,22,31
412, Sat,4,Dec,1999,16,23,25,31,35,47,48,,16,7,2,6,4,12,,-12,-1,1,5,0,7,,,2,6,5,8,9,12,42,2,8,11,13,17,21
411, Wed,1,Dec,1999,28,36,37,38,42,47,23,,28,8,1,1,4,5,,20,6,-11,-23,3,3,,,5,5,6,9,13,13,51,5,10,11,15,22,26
410, Sat,27,Nov,1999,8,10,22,46,47,49,32,,8,2,12,24,1,2,,7,-9,8,7,0,-8,,,2,1,7,8,16,9,43,2,3,8,15,24,25
409, Wed,24,Nov,1999,1,12,16,33,34,44,37,,1,11,4,17,1,10,,-6,9,-2,12,-8,5,,,5,6,7,8,13,9,48,5,11,13,15,21,22
408, Sat,20,Nov,1999,7,9,15,20,29,34,6,,7,2,6,5,9,5,,5,-2,-11,-3,7,2,,,4,8,5,7,11,10,45,4,12,13,12,18,21
407, Wed,17,Nov,1999,2,6,23,31,33,36,20,,2,4,17,8,2,3,,-5,1,6,1,1,-7,,,3,3,4,8,16,11,45,3,6,7,12,24,27
406, Sat,13,Nov,1999,7,10,21,28,29,39,2,,7,3,11,7,1,10,,5,-5,3,6,-8,3,,,3,4,4,8,9,11,39,3,7,8,12,17,20
405, Wed,10,Nov,1999,2,10,18,19,28,35,26,,2,8,8,1,9,7,,-6,6,-5,-10,7,-3,,,1,3,7,7,8,15,41,1,4,10,14,15,23
404, Sat,6,Nov,1999,8,10,23,34,36,46,2,,8,2,13,11,2,10,,5,-17,10,5,-2,8,,,1,8,4,8,9,11,41,1,9,12,12,17,20
403, Wed,3,Nov,1999,3,22,25,31,35,37,48,,3,19,3,6,4,2,,-7,14,1,-4,-13,-1,,,5,4,8,7,9,12,45,5,9,12,15,16,21
402, Sat,30,Oct,1999,10,15,17,27,44,47,14,,10,5,2,10,17,3,,6,0,-2,1,14,-4,,,2,8,1,9,9,16,45,2,10,9,10,18,25
401, Wed,27,Oct,1999,4,9,13,22,25,32,3,,4,5,4,9,3,7,,0,1,2,4,-7,-7,,,3,2,2,9,10,10,36,3,5,4,11,19,20
400, Sat,23,Oct,1999,4,8,10,15,25,39,49,,4,4,2,5,10,14,,-5,-5,-7,3,6,4,,,3,4,8,9,14,9,47,3,7,12,17,23,23
399, Wed,20,Oct,1999,9,18,27,29,33,43,48,,9,9,9,2,4,10,,-2,-5,7,-2,-5,9,,,4,4,6,7,12,11,44,4,8,10,13,19,23
398, Sat,16,Oct,1999,11,25,27,31,40,41,12,,11,14,2,4,9,1,,8,-2,-2,-2,5,0,,,2,2,5,8,9,11,37,2,4,7,13,17,20
397, Wed,13,Oct,1999,3,19,23,29,33,34,10,,3,16,4,6,4,1,,-5,9,-7,3,-5,-7,,,4,6,6,9,8,13,46,4,10,12,15,17,21
396, Sat,9,Oct,1999,8,15,26,29,38,46,12,,8,7,11,3,9,8,,-1,3,5,1,0,-7,,,1,5,7,8,15,12,48,1,6,12,15,23,27
395, Wed,6,Oct,1999,9,13,19,21,30,45,37,,9,4,6,2,9,15,,6,-7,-8,-7,8,4,,,2,5,8,8,8,14,45,2,7,13,16,16,22
394, Sat,2,Oct,1999,3,14,28,37,38,49,33,,3,11,14,9,1,11,,2,9,9,-16,-5,7,,,2,6,3,7,15,9,42,2,8,9,10,22,24
393, Wed,29,Sep,1999,1,3,8,33,39,43,49,,1,2,5,25,6,4,,-17,0,-1,21,-7,-2,,,1,7,7,7,8,16,46,1,8,14,14,15,24
392, Sat,25,Sep,1999,18,20,26,30,43,49,36,,18,2,6,4,13,6,,12,-8,1,-3,4,-1,,,1,8,7,8,10,15,49,1,9,15,15,18,25
391, Wed,22,Sep,1999,6,16,21,28,37,44,15,,6,10,5,7,9,7,,1,4,1,4,4,-3,,,3,2,7,8,11,15,46,3,5,9,15,19,26
390, Sat,18,Sep,1999,5,11,15,18,23,33,38,,5,6,4,3,5,10,,-4,1,-9,0,3,-7,,,2,2,5,9,12,16,46,2,4,7,14,21,28
389, Wed,15,Sep,1999,9,14,27,30,32,49,3,,9,5,13,3,2,17,,7,3,1,-2,-6,0,,,2,5,5,9,12,8,41,2,7,10,14,21,20
388, Sat,11,Sep,1999,2,4,16,21,29,46,5,,2,2,12,5,8,17,,-6,0,5,0,-6,15,,,2,3,7,9,12,16,49,2,5,10,16,21,28
387, Wed,8,Sep,1999,8,10,17,22,36,38,34,,8,2,7,5,14,2,,5,0,5,2,10,-4,,,4,2,5,7,11,15,44,4,6,7,12,18,26
386, Sat,4,Sep,1999,3,5,7,10,14,20,16,,3,2,2,3,4,6,,0,0,-12,-5,-8,-4,,,4,6,8,7,10,8,43,4,10,14,15,17,18
385, Wed,1,Sep,1999,3,5,19,27,39,49,15,,3,2,14,8,12,10,,-3,-6,13,6,2,-10,,,3,6,2,7,13,16,47,3,9,8,9,20,29
384, Sat,28,Aug,1999,6,14,15,17,27,47,29,,6,8,1,2,10,20,,5,1,-11,0,-4,8,,,4,8,4,9,12,13,50,4,12,12,13,21,25
383, Wed,25,Aug,1999,1,8,20,22,36,48,11,,1,7,12,2,14,12,,-11,4,11,1,-11,6,,,1,4,2,7,10,8,32,1,5,6,9,17,18
382, Sat,21,Aug,1999,12,15,16,17,42,48,45,,12,3,1,1,25,6,,6,1,-4,-20,21,-1,,,4,5,3,8,9,15,44,4,9,8,11,17,24
381, Wed,18,Aug,1999,6,8,13,34,38,45,17,,6,2,5,21,4,7,,5,-6,-4,15,-10,1,,,3,6,7,9,16,15,56,3,9,13,16,25,31
380, Sat,14,Aug,1999,1,9,18,24,38,44,26,,1,8,9,6,14,6,,0,-6,2,-10,13,-3,,,4,4,3,9,13,9,42,4,8,7,12,22,22
379, Wed,11,Aug,1999,1,15,22,38,39,48,25,,1,14,7,16,1,9,,-3,11,-5,13,-1,-13,,,2,8,6,7,9,13,45,2,10,14,13,16,22
378, Sat,7,Aug,1999,4,7,19,22,24,46,47,,4,3,12,3,2,22,,1,2,7,-17,0,17,,,1,3,6,7,12,15,44,1,4,9,13,19,27
377, Wed,4,Aug,1999,3,4,9,29,31,36,41,,3,1,5,20,2,5,,-9,-13,4,15,-12,2,,,3,4,8,8,10,10,43,3,7,12,16,18,20
376, Sat,31,Jul,1999,12,26,27,32,46,49,42,,12,14,1,5,14,3,,9,3,-15,3,0,0,,,5,2,3,7,11,8,36,5,7,5,10,18,19
375, Wed,28,Jul,1999,3,14,30,32,46,49,10,,3,11,16,2,14,3,,-5,-6,15,-9,13,-7,,,3,2,2,7,16,13,43,3,5,4,9,23,29
374, Sat,24,Jul,1999,8,25,26,37,38,48,24,,8,17,1,11,1,10,,-4,12,-8,5,0,-3,,,5,1,6,9,13,15,49,5,6,7,15,22,28
373, Wed,21,Jul,1999,12,17,26,32,33,46,4,,12,5,9,6,1,13,,9,-7,1,-13,-2,10,,,1,1,3,9,9,10,33,1,2,4,12,18,19
372, Sat,17,Jul,1999,3,15,23,42,45,48,46,,3,12,8,19,3,3,,2,-2,2,3,-1,2,,,2,4,1,9,13,13,42,2,6,5,10,22,26
371, Wed,14,Jul,1999,1,15,21,37,41,42,43,,1,14,6,16,4,1,,-4,12,-2,5,-5,-4,,,4,7,1,8,13,16,49,4,11,8,9,21,29
370, Sat,10,Jul,1999,5,7,15,26,35,40,45,,5,2,8,11,9,5,,1,0,6,-22,7,4,,,3,5,3,9,14,14,48,3,8,8,12,23,28
369, Wed,7,Jul,1999,4,6,8,41,43,44,28,,4,2,2,33,2,1,,-7,-4,-9,25,-4,-1,,,2,4,6,8,12,11,43,2,6,10,14,20,23
368, Sat,3,Jul,1999,11,17,28,36,42,44,37,,11,6,11,8,6,2,,9,-6,6,2,-1,-15,,,1,2,7,8,9,10,37,1,3,9,15,17,19
367, Wed,30,Jun,1999,2,14,19,25,32,49,31,,2,12,5,6,7,17,,0,-3,4,1,0,7,,,3,1,7,7,12,12,42,3,4,8,14,19,24
366, Sat,26,Jun,1999,2,17,18,23,30,40,43,,2,15,1,5,7,10,,-6,12,-6,-7,4,0,,,4,3,4,7,12,12,42,4,7,7,11,19,24
365, Wed,23,Jun,1999,8,11,18,30,33,43,34,,8,3,7,12,3,10,,4,1,-7,8,-14,9,,,1,3,1,7,11,9,32,1,4,4,8,18,20
364, Sat,19,Jun,1999,4,6,20,24,41,42,38,,4,2,14,4,17,1,,-13,-2,10,-8,16,-6,,,4,3,4,9,10,16,46,4,7,7,13,19,26
363, Wed,16,Jun,1999,17,21,25,37,38,45,5,,17,4,4,12,1,7,,14,-11,1,10,-12,-6,,,4,7,5,7,11,13,47,4,11,12,12,18,24
362, Sat,12,Jun,1999,3,18,21,23,36,49,47,,3,15,3,2,13,13,,-5,13,1,-20,1,11,,,3,7,6,8,10,10,44,3,10,13,14,18,20
361, Wed,9,Jun,1999,8,10,12,34,46,48,20,,8,2,2,22,12,2,,-3,-7,-2,18,5,-11,,,2,6,8,9,15,12,52,2,8,14,17,24,27
360, Sat,5,Jun,1999,11,20,24,28,35,48,33,,11,9,4,4,7,13,,-6,3,0,-3,5,12,,,1,1,1,8,8,15,34,1,2,2,9,16,23
359, Wed,2,Jun,1999,17,23,27,34,36,37,12,,17,6,4,7,2,1,,14,2,2,4,-29,0,,,4,8,4,9,8,14,47,4,12,12,13,17,22
358, Sat,29,May,1999,3,7,9,12,43,44,45,,3,4,2,3,31,1,,-11,-4,-2,0,27,-12,,,5,5,6,9,16,8,49,5,10,11,15,25,24
357, Wed,26,May,1999,14,22,26,29,33,46,10,,14,8,4,3,4,13,,6,5,1,-7,2,-10,,,5,2,2,7,13,8,37,5,7,4,9,20,21
356, Sat,22,May,1999,8,11,14,24,26,49,45,,8,3,3,10,2,23,,7,2,0,-12,-9,12,,,5,1,6,8,11,15,46,5,6,7,14,19,26
355, Wed,19,May,1999,1,2,5,27,38,49,41,,1,1,3,22,11,11,,-3,-9,-1,16,8,-2,,,1,2,7,7,12,15,44,1,3,9,14,19,27
354, Sat,15,May,1999,4,14,18,24,27,40,33,,4,10,4,6,3,13,,-4,9,-13,3,-6,4,,,5,1,6,9,14,8,43,5,6,7,15,23,22
353, Wed,12,May,1999,8,9,26,29,38,47,44,,8,1,17,3,9,9,,7,-10,5,-4,7,-5,,,1,6,1,7,11,12,38,1,7,7,8,18,23
352, Sat,8,May,1999,1,12,24,31,33,47,7,,1,11,12,7,2,14,,-6,5,8,2,-15,9,,,4,2,6,9,14,16,51,4,6,8,15,23,30
351, Wed,5,May,1999,7,13,17,22,39,44,18,,7,6,4,5,17,5,,0,-7,0,-2,15,-2,,,2,7,3,8,14,15,49,2,9,10,11,22,29
350, Sat,1,May,1999,7,20,24,31,33,40,49,,7,13,4,7,2,7,,-8,5,3,-5,-5,1,,,5,4,3,7,8,9,36,5,9,7,10,15,17
349, Wed,28,Apr,1999,15,23,24,36,43,49,11,,15,8,1,12,7,6,,12,3,-2,-2,-14,5,,,1,4,8,9,10,16,48,1,5,12,17,19,26
348, Sat,24,Apr,1999,3,8,11,25,46,47,30,,3,5,3,14,21,1,,0,-4,-7,5,8,-1,,,4,1,8,7,11,11,42,4,5,9,15,18,22
347, Wed,21,Apr,1999,3,12,22,31,44,46,45,,3,9,10,9,13,2,,0,-4,-2,8,1,-3,,,4,6,3,7,8,10,38,4,10,9,10,15,18
346, Sat,17,Apr,1999,3,16,28,29,41,46,6,,3,13,12,1,12,5,,-2,9,9,-12,7,3,,,5,4,7,9,10,16,51,5,9,11,16,19,26
345, Wed,14,Apr,1999,5,9,12,25,30,32,38,,5,4,3,13,5,2,,-5,-4,-4,6,2,1,,,1,5,3,9,11,8,37,1,6,8,12,20,19
344, Sat,10,Apr,1999,10,18,25,32,35,36,2,,10,8,7,7,3,1,,0,3,-1,3,1,-16,,,2,5,3,8,13,16,47,2,7,8,11,21,29
343, Wed,7,Apr,1999,10,15,23,27,29,46,38,,10,5,8,4,2,17,,7,1,6,-2,-23,14,,,5,4,6,7,11,13,46,5,9,10,13,18,24
342, Sat,3,Apr,1999,3,7,9,15,40,43,11,,3,4,2,6,25,3,,2,0,-5,-6,23,-9,,,1,8,2,7,11,13,42,1,9,10,9,18,24
341, Wed,31,Mar,1999,1,5,12,24,26,38,11,,1,4,7,12,2,12,,-8,-12,2,6,-6,8,,,1,6,3,8,11,9,38,1,7,9,11,19,20
340, Sat,27,Mar,1999,9,25,30,36,44,48,2,,9,16,5,6,8,4,,-4,8,-1,1,-5,1,,,2,5,6,7,15,11,46,2,7,11,13,22,26
339, Wed,24,Mar,1999,13,21,27,32,45,48,22,,13,8,6,5,13,3,,0,4,-2,1,-3,-1,,,3,4,2,8,13,13,43,3,7,6,10,21,26
338, Sat,20,Mar,1999,13,17,25,29,45,49,28,,13,4,8,4,16,4,,12,-2,-14,-5,9,3,,,3,2,5,9,15,12,46,3,5,7,14,24,27
337, Wed,17,Mar,1999,1,7,29,38,45,46,35,,1,6,22,9,7,1,,0,5,9,7,0,-19,,,2,8,3,9,14,16,52,2,10,11,12,23,30
336, Sat,13,Mar,1999,1,2,15,17,24,44,22,,1,1,13,2,7,20,,-7,-9,4,-3,3,7,,,1,7,7,8,11,11,45,1,8,14,15,19,22
335, Wed,10,Mar,1999,8,18,27,32,36,49,46,,8,10,9,5,4,13,,0,-14,8,1,-2,9,,,5,6,7,7,9,16,50,5,11,13,14,16,25
334, Sat,6,Mar,1999,8,32,33,37,43,47,45,,8,24,1,4,6,4,,-12,22,-1,3,-5,0,,,1,2,5,9,8,14,39,1,3,7,14,17,22
333, Wed,3,Mar,1999,20,22,24,25,36,40,1,,20,2,2,1,11,4,,19,-4,-4,-1,-12,-1,,,3,6,7,9,10,12,47,3,9,13,16,19,22
